m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,g1_cooperative,g1_conditional_cooperator,g1_compensating_cooperator,g1_selfish,g1_sanctioning,g2_cooperative,g2_conditional_cooperator,g2_compensating_cooperator,g2_selfish,g2_sanctioning,g3_cooperative,g3_conditional_cooperator,g3_compensating_cooperator,g3_selfish,g3_sanctioning,outsider_cooperative,outsider_conditional_cooperator,outsider_compensating_cooperator,outsider_selfish,outsider_sanctioning,welfare_efficiency,collapsed
4,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,-0.02473709998547762,True
4,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,1,3,0,0,0.09431615283872548,True
4,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,2,0,0.05695597412861155,True
4,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,2,0.036897024562602826,True
4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,0,0,3,0,0.023330555555555618,True
4,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,2,1,0,0.07684272668028437,True
4,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,1,2,0.8675400046429154,False
4,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,2,0,0,2,0.8990423712936567,False
4,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,2,0.028412433919244445,True
4,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0.878786311966155,False
4,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,3,0,1,0,0,0.9539667048629468,False
4,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,2,1,0.058295119572974854,True
4,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,2,1,0.03878213795930214,True
4,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,0,1,0,0.05721587610026253,True
4,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,2,0.012204590718205927,True
4,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,2,1,1,0,0.033396922710032,True
4,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,4,0,0,0,0.0020899010826715453,True
4,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,1,0,2,1,0,0.10978647144779922,True
4,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,2,0,0.2902427966714432,False
4,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,1,1,0,0,0.4052575386314794,True
4,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,2,0,1,0,1,0.04825080477863853,True
4,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,1,0.021772325037111767,True
4,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,3,-0.021914076638100268,True
4,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,2,2,0,0,0.09017696487736857,True
4,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,2,2,0,0.02755125780867375,True
4,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0.06931339557064356,True
4,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,2,0,0,2,0.7738638549083556,False
4,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,2,0,2,0.10017915372247121,True
4,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,1,1,0.024628458823705415,True
4,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,1,2,0,0,1,-0.011276396387581268,True
4,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,2,0,2,0,0,0.9380772879381456,False
4,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,2,0,2,0,0,0.10760056426778129,True
4,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,2,0,1,0,1,0.9183159565519037,False
4,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,4,0,0,0,0,0.9054363548597174,False
4,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0,2,0.09383293334003988,True
4,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,3,0,0,0.1040800120684699,True
4,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,3,0,1,0,0.017877498286350428,True
4,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,3,1,0.018911467220142347,True
4,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,2,1,1,0.06417404659355191,True
4,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,3,0.11893128748210538,True
4,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0.11947357767197811,True
4,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,2,0,1,0.11383544474789153,True
4,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,2,0,0,1,0.047724081432422454,True
4,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0.02526368454055813,True
4,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,0,0,0.0697479730276681,True
4,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,3,0,1,0.02779883735599448,True
4,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,3,0,1,0.013160053890671947,True
4,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,2,0,2,0.042415889532443234,True
4,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,1,1,0,0.10052523390365967,True
4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,2,0.12136228911061311,True
4,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,3,0,1,0,0.023089658460183203,True
4,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,2,0,0.08131290343677335,True
4,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,1,0,1,0.05316005389067188,True
4,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,1,3,0,0,0.07908536848282602,True
4,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,2,-0.00444847498679422,True
4,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,1,0,0.04832578390212865,True
4,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,2,0,2,0,0,0.08295782615457441,True
4,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,2,2,0,0,0,0.2936602338691841,False
4,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,1,3,0,0,0.06333055555555556,True
4,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,2,0,2,0,0,0.9474919071566116,False
4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,1,1,1,0.8993410872567401,False
4,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,0,0,1,0.05051113472652724,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,3,0,0,0,0.039754518377339246,True
4,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,3,0,1,0,0,0.11383042176660223,True
4,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,3,1,0,0,0,0.09431615284249749,True
4,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,2,0,1,0,1,0.043262729530535636,True
4,0,0,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0.05170244132199782,True
4,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,0,0,0.9675584971813664,False
4,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,2,0.018116973799489077,True
4,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2,0,1,0,1,0.067803105643044,True
4,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,2,0,2,0,0,0.05724388479105444,True
4,0,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,2,2,0,0,0.27814110247209206,False
4,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0.07133486564955388,True
4,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,0,0.03592476557341188,True
4,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,4,0,0,0,0.026751386393235915,True
4,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,1,0,2,1,0.1268158484529594,True
4,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,2,0.13000131966951942,True
4,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,2,0,1,0.181362289110613,True
4,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,2,0,0.0358577181103564,True
4,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,2,1,0,0,0.0910677987890696,True
4,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0.07217550737042938,True
4,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,4,0,0,0,0.031011869269938232,True
4,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0.9279190827328181,False
4,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0.9270122658115372,False
4,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,3,0,0.052007284400377114,True
4,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,2,1,0,0.03315803724979032,True
4,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,2,1,0.061714063000500585,True
4,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,2,0.02899819532430081,True
4,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0.06931339557064356,True
4,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,1,0,0,3,0,0.06407728593984857,True
4,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0.14081918780849748,True
4,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,3,-0.02108331316899513,True
4,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2,1,0,1,0,0.11887758469531753,True
4,1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,1,0,0.051551165487873495,True
4,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,2,0,2,2,0,0,0,0.038969490238664924,True
4,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,1,0.04538461222222226,True
4,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,3,0,1,0,0,0.9569715168488355,False
4,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,3,0.1565518310647852,True
4,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,2,1,0.9034715510637048,False
4,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,3,1,0,0,0.06841390173932582,True
4,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,3,0,1,0,0,0.9574100692377308,False
4,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,2,0,1,0.0460277134424267,True
4,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0.9187914198111776,False
4,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,1,1,2,0,0.07994520227953904,True
4,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,2,0.5884658076495367,False
4,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,2,1,0.02491085276076613,True
4,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,2,2,0,0,0.07469844319274181,True
4,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.056970769965405135,True
4,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,2,0.01772512403235555,True
4,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,4,0,0,0,0.05218455826684913,True
4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,1,2,1,0,0,0.3495402362070858,True
4,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,4,0,0,0.06526368454055806,True
4,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,1,2,0,1,0,0.04434990135106419,True
4,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,2,0.06760056426778137,True
4,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0.05972125766951502,True
4,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,3,0,0,1,0,0.44589489056737985,True
4,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,4,0,0.06618310533548337,True
4,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,2,0.8781400451865771,False
4,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2,1,1,0.06579389218381701,True
4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,3,1,0,0.06229397352245417,True
4,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,1,0,2,1,0.04914833863858206,True
4,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,3,0.8599293878187706,False
4,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,2,0.9034397195810677,False
4,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,4,0,0,0,0,0.0682508047786385,True
4,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2,1,1,0,0.0687508770353578,True
4,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,1,2,0,1,0.06933213589042785,True
4,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,1,1,0.9034450743517686,False
4,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,2,1,0.05334755828869985,True
4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,2,0,1,1,0,0.05592476557341184,True
4,0,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,2,0,0.05051138201757235,True
4,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,4,0,0.06528963698721887,True
4,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,1,0,0,1,2,0.8789307287695759,False
4,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,2,1,0.04329562376098116,True
4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,2,0,2,0,0,0.9062573919876905,False
4,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,3,0,0,1,0.03235614384703322,True
4,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,1,3,0,0,0,0.0829458518192663,True
4,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,1,0,2,0,0.056955974125007504,True
4,0,0,0,2,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,2,0,0.0722997530329525,True
4,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,4,0,0,0,0.0697479730276681,True
4,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,2,0.032189117648896995,True
4,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0.9643770538130558,False
4,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,2,0,0.07444959735574129,True
4,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,1,0,1,1,1,0.1400375354213414,True
4,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,3,1,0,0,0,0.06804930555555555,True
4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,1,1,0.08091440519016825,True
4,0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,3,0,1,0.022415889532443257,True
4,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,4,0,0,0,0.026619323871431594,True
4,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0.07998830647581368,True
4,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,1,0,0.05339692271003196,True
4,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0,0,2,0,0,0,2,0.5588197091460259,False
4,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,3,0,1,0,0,0.04809613574483874,True
4,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,2,0,1,0,0.11443353081826188,True
4,0,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,3,-0.0027245265870472143,True
4,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,2,0.01844517851951034,True
4,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,1,2,0,0,0.07908536848282602,True
4,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1,1,0.15572889750783594,True
4,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,2,2,0,0.02755125780867375,True
4,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,1,1,2,0,0.048711361747186856,True
4,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,2,0.007305824569765054,True
4,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,1,0,1,2,0.7773275352014315,False
4,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,2,1,0.06466322853796157,True
4,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,2,1,1,0,0.09466180548930092,True
4,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,1,1,0,2,1,0,0.9529873718456691,False
4,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,3,0,0,1,0.04322978049507883,True
4,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,2,0,1,0.07218911764889692,True
4,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2,1,0,0,0.038490489665954454,True
4,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0.9588615100414035,False
4,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,0,1,0,0.051551165487873495,True
4,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,2,0.17655183106478517,True
4,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,2,0,1,0.0632627295305356,True
4,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,1,0.03197949402657575,True
4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,2,0.024449947933321555,True
4,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,2,0,0.05301554544267323,True
4,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,2,1,0,0,1,0.0526526709373433,True
4,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,2,0,1,0.1775601750450128,True
4,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,1,3,0,0,0,0.05248818715523175,True
4,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,2,0,0,0.14676443854343146,True
4,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,2,0.02579389218381707,True
4,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,3,0,0,1,0,0.03592476557341188,True
4,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,4,0.007600564267781465,True
4,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,2,0,0.06769508483620999,True
4,0,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,2,0.031718271642813156,True
4,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,1,0,1,1,1,0.03336570254727684,True
4,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,4,0,0,0,0,0.6380828136796179,False
4,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,2,1,0,0,1,0.9207304185596541,False
4,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,1,1,1,0.8106046209076289,False
4,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,2,0.017358983175258913,True
4,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,2,0,0.04614670788171801,True
4,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,2,0.09653605268993794,True
4,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,3,0,0,1,0.01819192942625145,True
4,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0.9071617059767826,False
4,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,3,0,1,0,0,0.05973508374886492,True
4,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,3,0,0,1,0,0.04772980415104698,True
4,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,3,0,0,0.14332058816520785,True
4,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0,2,0,0.057777712942876806,True
4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,3,1,0,0.05592476557341184,True
4,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,1,0.03578547126174507,True
4,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,2,0.9384844418435873,False
4,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,2,1,1,0,0.05339692271003196,True
4,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,2,1,0.08676703501817601,True
4,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,3,0,0.04159480173075631,True
4,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,2,0,0,0,2,0.8989570148798235,False
4,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,2,2,0.011327829197845097,True
4,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0.07298310420989988,True
4,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0.1138253981229353,True
4,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,3,0,0.011302648452343028,True
4,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,1,2,1,0,0,0.05396621856845344,True
4,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,2,0,1,0,0.07169800124265173,True
4,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,1,0,1,0.05316005389067188,True
4,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,1,0,1,0.9248637696319739,False
4,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,3,0,0.07592782407345847,True
4,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0.06143031982597821,True
4,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,2,0,1,0.15848118344285364,True
4,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0,2,0.054294704862541295,True
4,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,4,0,0,0.6484658076495367,False
4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,1,0,1,0.049332135890427876,True
4,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,1,1,0,2,0,0.056063420856992396,True
4,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,3,1,0,0,0,0.8428390145055744,False
